name,classification,frequency_female,frequency_male,frequency_total,ratio,names
JANEDSON,M,0,53,53,1.0,|JANEDSON|
JANEFER,F,200,0,200,1.0,|JANEFER|JANEFFER|JANNEFER|
JANI,F,7468,2639,10107,0.7388938359552785,|GANI|JANEI|JANEIR|JANEY|JANI|JANIEI|JANIR|JANNI|JANNY|JANUI|JANUIR|JANY|JANYR|JHANNY|JHANY|
JANEIA,F,92,0,92,1.0,|JANEIA|
JANEIDA,F,47,0,47,1.0,|JANEIDA|
JANEIDE,F,6995,26,7021,0.9962968238142714,|GANEIDE|JANEIDE|JANIDE|JANIEIDE|
JANINA,F,1852,0,1852,1.0,|JANEINA|JANINA|JANINHA|
JANINE,F,12753,74,12827,0.9942309191549076,|GANINE|JANEINE|JANINE|JANINNE|JANNINE|JANNYNE|JANYNE|
JANIEIRE,F,451,0,451,1.0,|JANEIRE|JANIEIRE|JANIRE|JANYEIRE|
JANISA,F,249,0,249,1.0,|JANEISA|JANEIZA|JANISA|JANIZA|
JANISE,F,1382,0,1382,1.0,|GANISE|JANEISE|JANISE|JANIZE|
JANEIVA,F,64,0,64,1.0,|JANEIVA|JANIVA|
JANEKELLE,F,25,0,25,1.0,|JANEKELLE|
JANEKELLY,F,220,0,220,1.0,|JANEKELLI|JANEKELLY|
JANILEIDE,F,525,0,525,1.0,|JANELEIDE|JANILEIDE|
JANILENE,F,578,0,578,1.0,|JANELENE|JANILENE|
JANELISE,F,99,0,99,1.0,|JANELISE|JANELIZE|
JANELITA,F,27,0,27,1.0,|JANELITA|
JANEMAR,F,63,0,63,1.0,|JANEMAR|
JANEMARA,F,74,0,74,1.0,|JANEMARA|
JANEMARY,F,45,0,45,1.0,|JANEMARY|
JANEMEIRE,F,139,0,139,1.0,|JANEMEIRE|
JANEO,M,0,345,345,1.0,|JANEO|
JANEQUELE,F,169,0,169,1.0,|JANEQUELE|
JANEQUELI,F,78,0,78,1.0,|JANEQUELI|
JANERE,F,28,0,28,1.0,|JANERE|
JANERI,F,25,0,25,1.0,|JANERI|
JANERSON,M,0,448,448,1.0,|JANERSOM|JANERSON|
JANES,M,1955,2171,4126,0.5261754726126999,|JANES|JANEZ|JANNES|JHANES|
JANESCA,F,147,0,147,1.0,|JANESCA|JANESKA|
JANESCLEIA,F,25,0,25,1.0,|JANESCLEIA|
JANESI,F,39,0,39,1.0,|JANESI|JANEZI|
JANESIA,F,106,0,106,1.0,|JANESIA|JANEZIA|
JANESLEI,F,64,0,64,1.0,|JANESLEI|
JANESON,M,0,276,276,1.0,|JANESON|
JANESSA,F,373,0,373,1.0,|JANESSA|
JANESSI,F,30,0,30,1.0,|JANESSI|
JANESSON,M,0,88,88,1.0,|JANESSON|
JANET,F,1724,0,1724,1.0,|JANET|JANETH|
JANETA,F,320,0,320,1.0,|JANETA|
JANETI,F,1237,0,1237,1.0,|JANETI|JANETY|
JANETON,M,0,25,25,1.0,|JANETON|
JANETT,F,38,0,38,1.0,|JANETT|
JANETTE,F,531,0,531,1.0,|JANETTE|JANNETTE|
JANETTI,F,23,0,23,1.0,|JANETTI|
JANEZETE,F,30,0,30,1.0,|JANEZETE|
JANESIO,M,0,274,274,1.0,|JANESIO|JANEZIO|
JANG,M,0,31,31,1.0,|JANG|
JANGO,M,0,231,231,1.0,|JANGO|
JANIARIA,F,60,0,60,1.0,|JANIARIA|
JANICA,F,36,0,36,1.0,|JANICA|
JANICARLA,F,91,0,91,1.0,|JANICARLA|
JANICE,F,29101,97,29198,0.9966778546475786,|GANICE|JANEICE|JANICE|JANNICE|JANYCE|
JANICEIA,F,106,0,106,1.0,|JANICEIA|
JANIKELE,F,399,0,399,1.0,|JANICELE|JANICLER|JANIKELE|
JANIKELI,F,610,73,683,0.8931185944363104,|JANICELI|JANICLEI|JANICLEY|JANIKELI|JANIKELY|
JANICELIA,F,324,0,324,1.0,|JANICELIA|
JANICELIO,M,0,64,64,1.0,|JANICELIO|
JANICELMA,F,79,0,79,1.0,|JANICELMA|
JANICI,F,504,0,504,1.0,|JANICI|JANICY|
JANICIA,F,75,0,75,1.0,|JANICIA|
JANICIO,M,0,99,99,1.0,|JANICIO|
JANICLEA,F,248,0,248,1.0,|JANICLEA|
JANICLECIA,F,580,0,580,1.0,|JANICLECIA|
JANICLECIO,M,0,157,157,1.0,|JANICLECIO|
JANICLEIA,F,1866,0,1866,1.0,|JANICLEIA|
JANICLEIDE,F,4149,0,4149,1.0,|GANICLEIDE|JANICLEIDE|
JANICLEISON,M,0,24,24,1.0,|JANICLEISON|
JANICLESIA,F,83,0,83,1.0,|JANICLESIA|
JANICO,M,0,20,20,1.0,|JANICO|
JANIDES,F,27,0,27,1.0,|JANIDES|
JANIE,F,313,134,447,0.7002237136465325,|JANIE|JANIER|JANNIE|
JANIEDJA,F,23,0,23,1.0,|JANIEDJA|
JANIEDSON,M,0,160,160,1.0,|JANIEDSON|
JANIELEN,F,96,0,96,1.0,|JANIELEM|JANIELEN|
JANIELIO,M,0,49,49,1.0,|JANIELIO|
JANIELISON,M,0,87,87,1.0,|JANIELISON|
JANIELITON,M,0,30,30,1.0,|JANIELITON|
JANIELLE,F,958,0,958,1.0,|JANIELLE|JANILLE|JANYELLE|
JANIELLY,F,855,0,855,1.0,|JANIELLI|JANIELLY|JANILLI|JANILLY|JANYELLY|
JANIENE,F,64,0,64,1.0,|JANIENE|
JANIERE,F,471,61,532,0.8853383458646616,|JANIERE|
JANIERES,F,32,0,32,1.0,|JANIERES|
JANIERI,F,180,32,212,0.8490566037735849,|JANIERI|JANIERY|
JANIERICA,F,84,0,84,1.0,|JANIERICA|
JANIERISON,M,0,20,20,1.0,|JANIERISON|
JANIETE,F,309,0,309,1.0,|JANIETE|
JANIFER,F,1461,0,1461,1.0,|JANIFE|JANIFER|JANIFFER|JANNIFER|JANNYFER|JHANIFER|JHANIFFER|
JANIGLEIDE,F,39,0,39,1.0,|JANIGLEIDE|
JANIKELLE,F,42,0,42,1.0,|JANIKELLE|
JANIKELLY,F,229,0,229,1.0,|JANIKELLI|JANIKELLY|
JANILANE,F,53,0,53,1.0,|JANELANE|JANILANE|
JANILCA,F,20,0,20,1.0,|JANILCA|
JANILCI,F,20,0,20,1.0,|JANILCI|
JANILEIA,F,134,0,134,1.0,|JANELEIA|JANILEIA|
JANILO,M,0,143,143,1.0,|JANILO|
JANILVA,F,109,0,109,1.0,|JANILVA|
JANIMAR,F,81,31,112,0.7232142857142857,|JANIMAR|
JANIMARA,F,137,0,137,1.0,|JANIMARA|
JANIMEIRE,F,172,0,172,1.0,|JANIMEIRE|
JANIMERE,F,33,0,33,1.0,|JANIMERE|
JANINO,M,0,76,76,1.0,|JANINHO|JANINO|
JANINI,F,2118,0,2118,1.0,|GANINI|JANINI|JANINY|JANNINY|
JANIO,M,98,21855,21953,0.9955359176422357,|GANIO|JANIO|JANIOR|JANNIO|
JANIQUELE,F,653,0,653,1.0,|JANIQUELE|
JANIQUELI,F,408,0,408,1.0,|JANIQUELI|JANIQUELY|
JANIRA,F,4636,0,4636,1.0,|JANIRA|JANYRA|
JANIRCE,F,34,0,34,1.0,|JANIRCE|
JANIRES,F,52,0,52,1.0,|JANIRES|
JANIRIA,F,44,0,44,1.0,|JANIRIA|
JANIRO,M,0,140,140,1.0,|JANIRO|
JANIS,F,727,372,1099,0.6615104640582348,|JANEIS|JANIS|JANIZ|JANNIS|JANNYS|JANYS|
JANISCLEIA,F,82,0,82,1.0,|JANISCLEIA|
JANISCLEIDE,F,59,0,59,1.0,|JANISCLEIDE|
JANIZETE,F,312,0,312,1.0,|JANISETE|JANIZETE|
JANISIA,F,115,0,115,1.0,|JANISIA|JANIZIA|
JANISIO,M,0,87,87,1.0,|JANISIO|JANIZIO|
JANISLEI,F,228,35,263,0.8669201520912547,|JANISLEI|JANISLEY|
JANISLEIA,F,73,0,73,1.0,|JANISLEIA|
JANISLEIDE,F,30,0,30,1.0,|JANISLEIDE|
JANISLENE,F,77,0,77,1.0,|JANISLENE|
JANISMAR,M,0,62,62,1.0,|JANISMAR|
JANISON,M,0,1348,1348,1.0,|JANEISON|JANISOM|JANISON|
JANISSE,F,684,0,684,1.0,|JANISSE|
JANISSON,M,0,747,747,1.0,|JANISSOM|JANISSON|
JANISVALDO,M,0,67,67,1.0,|JANISVALDO|
JANITA,F,397,0,397,1.0,|JANITA|
JANITO,M,0,112,112,1.0,|JANITO|
JANITON,M,0,58,58,1.0,|JANITON|
JANIVAL,M,0,243,243,1.0,|JANIVAL|
JANIVALDA,F,69,0,69,1.0,|JANIVALDA|
JANIVALDO,M,0,509,509,1.0,|JANIVALDO|
JANIVAN,M,0,75,75,1.0,|JANIVAN|
JANIVANIA,F,31,0,31,1.0,|JANIVANIA|
JANIVIA,F,34,0,34,1.0,|JANIVIA|
JANKIEL,M,0,121,121,1.0,|JANCIEL|JANKEL|JANKIEL|
JANMERSON,M,0,31,31,1.0,|JANMERSON|
JANO,M,0,319,319,1.0,|JANO|JANOR|
JANOARIO,M,0,217,217,1.0,|JANOARIO|
JANOIR,M,0,45,45,1.0,|JANOIR|
JANOS,M,0,137,137,1.0,|JANOS|
JANOT,M,0,25,25,1.0,|JANOT|
JANQUIEL,M,0,200,200,1.0,|JANQUEL|JANQUIEL|
JANQUIELI,F,21,0,21,1.0,|JANQUIELI|
JANRIE,M,0,68,68,1.0,|JANRIE|JANRYE|
JANS,M,0,36,36,1.0,|JANS|
JANSER,M,0,407,407,1.0,|JANSE|JANSER|
JANSEN,M,30,1975,2005,0.9850374064837906,|JANSEM|JANSEN|JHANSEN|
JANSEI,M,0,146,146,1.0,|JANSEI|JANSEY|JANSI|
JANSLEY,M,0,185,185,1.0,|JANSLEI|JANSLEY|
JANSON,M,0,160,160,1.0,|JANSON|
JANSSEN,M,0,168,168,1.0,|JANSSEN|
JANSSER,M,0,23,23,1.0,|JANSSER|
JANUA,F,154,0,154,1.0,|JANUA|
JANUACELI,F,26,0,26,1.0,|JANUACELI|
JANUARIA,F,2046,0,2046,1.0,|JANUARIA|
JANUARIO,M,31,6237,6268,0.9950542437779196,|GANUARIO|JANUARIO|
JANUARO,M,0,34,34,1.0,|JANUARO|
JANUBIA,F,293,0,293,1.0,|JANUBIA|
JANUBIO,M,0,42,42,1.0,|JANUBIO|
JANUCE,F,29,0,29,1.0,|JANUCE|
JANUCIA,F,30,0,30,1.0,|JANUCIA|
JANUNCIO,M,0,185,185,1.0,|JANUNCIO|
JANUS,M,0,71,71,1.0,|JANUS|
JANUSA,F,558,0,558,1.0,|JANUSA|JANUZA|
JANUSE,F,36,0,36,1.0,|JANUSE|JANUZE|
JANUSIA,F,426,0,426,1.0,|JANUSIA|JANUZIA|
JAPIASSU,M,0,24,24,1.0,|JAPIASSU|
JAPIR,M,0,28,28,1.0,|JAPIR|
JAPSON,M,0,38,38,1.0,|JAPSON|
JAQUELINE,F,310145,1202,311347,0.996139355767038,|GAQUELINE|JAQELINE|JAQEULINE|JAQIELINE|JAQLINE|JAQUEILINE|JAQUELINE|JAQUELINHE|JAQUELINNE|JAQUELYNE|JAQUILINE|JAQULINE|JAQYELINE|
JAQSON,M,0,797,797,1.0,|JAQSOM|JAQSON|
JAQUE,M,256,257,513,0.5009746588693957,|JAQUE|
JAQUEANE,F,297,0,297,1.0,|JAQUEANE|
JAQUECELI,F,74,0,74,1.0,|JAQUECELI|
JAQUECIANE,F,26,0,26,1.0,|JAQUECIANE|
JAQUECILENE,F,37,0,37,1.0,|JAQUECILENE|
JAQUIELSON,M,0,59,59,1.0,|JAQUEILSON|JAQUIELSON|
JAQUIEL,M,47,487,534,0.9119850187265918,|JAQUEL|JAQUIEL|
JAQUELAINE,F,833,0,833,1.0,|JAQUELAINE|JAQUELIANE|
JAQUELANE,F,792,0,792,1.0,|JAQUEILANE|JAQUELANE|JAQUILANE|
JAQUELANIA,F,44,0,44,1.0,|JAQUELANIA|
JAQUIELE,F,773,0,773,1.0,|JAQUELE|JAQUIELE|
JAQUILEIDE,F,117,0,117,1.0,|JAQUELEIDE|JAQUELIBE|JAQUILEIDE|
JAQUILENE,F,727,0,727,1.0,|JAQUELENE|JAQUILENE|
JAQUELI,F,926,0,926,1.0,|JAQUELI|JAQUELY|JAQUIELI|JAQUIELY|
JAQUELIA,F,20,0,20,1.0,|JAQUELIA|
JAQUELICE,F,30,0,30,1.0,|JAQUELICE|
JAQUELILE,F,32,0,32,1.0,|JAQUELILE|
JAQUELINA,F,2426,0,2426,1.0,|JAQUELINA|
JAQUELINI,F,3265,0,3265,1.0,|JAQUELINI|JAQUELINY|
JAQUELINO,M,47,196,243,0.8065843621399177,|JAQUELINO|
JAQUELLINE,F,168,0,168,1.0,|JAQUELLINE|JAQUELLYNE|
JAQUELMA,F,127,0,127,1.0,|JAQUELMA|JAQUIELMA|
JAQUENE,F,45,0,45,1.0,|JAQUENE|
JAQUENILDE,F,24,0,24,1.0,|JAQUENILDE|
JAQUERSON,M,0,41,41,1.0,|JAQUERSON|
JAQUES,M,39,4558,4597,0.9915162062214488,|JAQUES|
JAQUESON,M,0,1720,1720,1.0,|JAQUESOM|JAQUESON|
JAQUESSON,M,0,123,123,1.0,|JAQUESSON|
JAQUIANE,F,174,0,174,1.0,|JAQUIANE|
JAQUICELE,F,55,0,55,1.0,|JAQUICELE|
JAQUICELI,F,55,0,55,1.0,|JAQUICELI|
JAQUIENE,F,23,0,23,1.0,|JAQUIENE|
JAQUISON,M,0,2427,2427,1.0,|JAQUISOM|JAQUISON|
JAQUISSON,M,0,189,189,1.0,|JAQUISSOM|JAQUISSON|
JARA,F,243,27,270,0.9,|JARA|
JARACI,F,75,28,103,0.7281553398058253,|GARACI|JARACI|
JARANA,F,37,0,37,1.0,|JARANA|
JARBA,M,62,333,395,0.8430379746835444,|JARBA|JARBAR|JARDA|
JARDE,M,92,804,896,0.8973214285714286,|JARBE|JARDE|JARDER|
JARDIELE,F,1038,20,1058,0.9810964083175804,|GARDIELE|JARBELE|JARDELE|JARDIELE|
JARDES,M,0,426,426,1.0,|JARBES|JARDES|
JARDESON,M,0,2349,2349,1.0,|JARBESON|JARDESOM|JARDESON|
JARDIANA,F,167,0,167,1.0,|JARBIANA|JARDIANA|
JARCEDI,M,0,24,24,1.0,|JARCEDI|
JARCI,M,222,285,507,0.5621301775147929,|GARCI|JARCI|JARCIR|JARCY|
JARCIANE,F,61,0,61,1.0,|JARCIANE|
JARCIARA,F,40,0,40,1.0,|JARCIARA|
JARCIEL,M,0,46,46,1.0,|JARCIEL|
JARCILEI,F,21,0,21,1.0,|JARCILEI|
JARCILEIDE,F,30,0,30,1.0,|JARCILEIDE|
JARCILENE,F,183,0,183,1.0,|JARCILENE|
JARCIO,M,0,41,41,1.0,|JARCIO|
JARD,M,0,27,27,1.0,|JARD|
JARDAN,M,0,97,97,1.0,|JARDAN|
JARDANE,F,129,0,129,1.0,|JARDANE|
JARDANI,F,31,0,31,1.0,|JARDANI|
JARDANIA,F,147,0,147,1.0,|GARDANIA|JARDANIA|
JARDEAN,M,0,176,176,1.0,|JARDEAN|
JARDEANI,F,30,0,30,1.0,|JARDEANI|
JARDECI,M,0,23,23,1.0,|JARDECI|
JARDEILSON,M,0,1791,1791,1.0,|JARDEILSOM|JARDEILSON|JARDELSOM|JARDELSON|JARDIELSON|JARDILSON|
JARDEILTON,M,0,47,47,1.0,|JARDEILTON|
JARDELANE,F,142,0,142,1.0,|JARDELANE|JARDILANE|
JARDELI,F,479,30,509,0.9410609037328095,|JARDELI|JARDELY|JARDIELI|JARDIELY|
JARDELIANE,F,32,0,32,1.0,|JARDELIANE|
JARDELINA,F,3345,0,3345,1.0,|GARDELINA|JARDELINA|JARDILINA|
JARDELINE,F,247,0,247,1.0,|JARDELINE|JARDILINE|
JARDELINO,M,0,1196,1196,1.0,|JARDELINO|JARDILINO|
JARDELIO,M,0,33,33,1.0,|JARDELIO|
JARDELL,M,0,21,21,1.0,|JARDELL|
JARDIELLY,F,56,0,56,1.0,|JARDELLY|JARDIELLY|
JARDELMA,F,191,0,191,1.0,|JARDELMA|JARDIELMA|
GARDENI,F,144,0,144,1.0,|GARDENI|JARDENI|JARDENIR|
JARDENICE,F,32,0,32,1.0,|JARDENICE|
JARDENILSON,M,0,296,296,1.0,|GARDENILSON|JARDENILSON|
JARDENIRA,F,24,0,24,1.0,|JARDENIRA|
JARDENSON,M,0,29,29,1.0,|JARDENSON|
JARDEON,M,0,42,42,1.0,|JARDEON|
JARDERSON,M,0,450,450,1.0,|JARBERSON|JARDERSON|
JARDESSON,M,0,260,260,1.0,|JARDESSON|
JARDETE,F,116,0,116,1.0,|JARDETE|
JARDEU,M,0,1451,1451,1.0,|GARDEU|JARDEU|
JARDIAEL,M,0,61,61,1.0,|JARDIAEL|
JARDIANO,M,0,31,31,1.0,|JARDIANO|
JARDILA,F,138,0,138,1.0,|JARDIELA|JARDILA|
JARDIELLE,F,30,0,30,1.0,|JARDIELLE|
JARDIENE,F,149,0,149,1.0,|GARDIENE|JARDIENE|
JARDILEIA,F,34,0,34,1.0,|JARDILEIA|
JARDILENA,F,30,0,30,1.0,|JARDILENA|
JARDIMIRO,M,0,30,30,1.0,|JARDIMIRO|
JARDINA,F,155,0,155,1.0,|GARDINA|JARDINA|
JARDINEIA,F,25,0,25,1.0,|JARDINEIA|
JARDIR,M,31,191,222,0.8603603603603603,|JARDI|JARDIR|JARDY|
JARDIRENE,F,52,0,52,1.0,|JARDIRENE|
JARDISON,M,0,1233,1233,1.0,|JARBISON|JARDEISON|JARDISOM|JARDISON|
JARDISSON,M,0,128,128,1.0,|JARDISSON|
JARDON,M,0,34,34,1.0,|JARDON|
JARE,M,0,33,33,1.0,|JARE|
JARED,M,39,216,255,0.8470588235294118,|JARED|
JAREDE,M,155,258,413,0.6246973365617433,|JAREDE|
JAREDES,M,0,36,36,1.0,|JAREDES|
JARIDE,F,58,56,114,0.5087719298245614,|JAREIDE|JARIBE|JARIDE|
GARIEL,M,37,2828,2865,0.9870855148342059,|GARIEL|JAREL|JARIEL|JARIL|JARREL|
JARES,M,0,389,389,1.0,|JARES|JAREZ|
JARETE,F,48,0,48,1.0,|JARETE|
JARIA,F,174,0,174,1.0,|JARIA|
JARIAN,M,0,85,85,1.0,|JARIAN|
JARIANA,F,119,0,119,1.0,|JARIANA|
JARIANE,F,370,0,370,1.0,|JARIANE|
JARICE,F,41,0,41,1.0,|JARICE|
JARILSON,M,0,440,440,1.0,|JARIELSON|JARILSON|JARLSON|
JARIENE,F,31,0,31,1.0,|JARIENE|
GARALDA,F,162,0,162,1.0,|GARALDA|JARILDA|
GARALDO,M,0,259,259,1.0,|GARALDO|JARILDO|
JARLEIDE,F,324,0,324,1.0,|JARILEIDE|JARLEIDE|
JARILMA,F,85,0,85,1.0,|JARILMA|
JARILTON,M,0,44,44,1.0,|JARILTON|
JARILZA,F,44,0,44,1.0,|JARILZA|
JARIM,M,0,25,25,1.0,|JARIM|
JARINA,F,1289,0,1289,1.0,|JARINA|
JARINALDO,M,0,30,30,1.0,|JARINALDO|
JARINE,F,162,0,162,1.0,|JARINE|
JARINEIDE,F,44,0,44,1.0,|JARINEIDE|
JARINETE,F,75,0,75,1.0,|JARINETE|
JARINO,M,0,39,39,1.0,|JARINO|
JARIS,M,0,157,157,1.0,|JARIS|
JARISA,F,69,0,69,1.0,|JARISA|JARIZA|
JARISLENE,F,36,0,36,1.0,|JARISLENE|
JARISMAR,M,0,204,204,1.0,|JARISMAR|
JARISON,M,0,602,602,1.0,|JARISOM|JARISON|
JARISSA,F,23,0,23,1.0,|JARISSA|
JARISSON,M,0,231,231,1.0,|JARISSON|
JARISVALDO,M,0,24,24,1.0,|JARISVALDO|
JARITA,F,23,0,23,1.0,|JARITA|
JARIVALDO,M,0,58,58,1.0,|JARIVALDO|
JARIVAN,M,0,30,30,1.0,|JARIVAN|
GARIELA,F,1883,0,1883,1.0,|GARIELA|JARILA|JARLA|
JARLAN,M,21,1168,1189,0.9823380992430614,|JARLAM|JARLAN|
JARLANA,F,57,0,57,1.0,|JARLANA|
JARLANDIA,F,27,0,27,1.0,|JARLANDIA|
JARLANE,F,472,0,472,1.0,|JARLANE|
JARLANIA,F,21,0,21,1.0,|JARLANIA|
JARLEAN,M,0,21,21,1.0,|JARLEAN|
JARLEANDRO,M,0,24,24,1.0,|JARLEANDRO|
JARLEANE,F,224,0,224,1.0,|JARLEANE|
JARLEI,M,388,999,1387,0.7202595529920692,|GARIELI|GARIELY|JARLEI|JARLEY|JARLI|JARLY|
JARLEIA,F,43,0,43,1.0,|JARLEIA|
JARLISON,M,0,1688,1688,1.0,|JARLEISON|JARLISOM|JARLISON|JARLYSON|
JARLEN,M,21,111,132,0.8409090909090909,|JARLEM|JARLEN|
JARLENI,F,77,0,77,1.0,|JARLENI|
JARLES,M,0,809,809,1.0,|JARLES|
JARLESON,M,0,259,259,1.0,|JARLESON|
JARLESSON,M,0,78,78,1.0,|JARLESSON|
JARLETE,F,196,0,196,1.0,|JARLETE|
JARLIANA,F,32,0,32,1.0,|JARLIANA|
JARLIANE,F,706,0,706,1.0,|JARLAINE|JARLIANE|
JARLIELSON,M,0,129,129,1.0,|JARLEILSON|JARLIELSON|JARLILSON|
JARLIENE,F,152,0,152,1.0,|JARLIENE|
JARLINDA,F,23,0,23,1.0,|JARLINDA|
JARLINE,F,320,0,320,1.0,|JARLINE|
JARLIS,M,0,82,82,1.0,|JARLIS|
JARLISSON,M,0,567,567,1.0,|JARLISSOM|JARLISSON|
JARLITA,F,38,0,38,1.0,|JARLITA|
JARLON,M,0,287,287,1.0,|JARLOM|JARLON|
JARLOS,M,0,50,50,1.0,|GARLOS|JARLOS|
JARLUCE,F,30,0,30,1.0,|JARLUCE|
JARLUCIA,F,40,0,40,1.0,|JARLUCIA|
JARME,M,0,111,111,1.0,|JARME|
JARMELINO,M,0,27,27,1.0,|JARMELINO|
JARMERSON,M,0,68,68,1.0,|JARMERSON|
JARMES,M,0,112,112,1.0,|JARMES|
JARMESON,M,0,200,200,1.0,|JARMESON|
JARMESSON,M,0,36,36,1.0,|JARMESSON|
JARMILA,F,35,0,35,1.0,|JARMILA|
JARMIR,M,0,52,52,1.0,|JARMI|JARMIR|
JARMIRO,M,0,29,29,1.0,|JARMIRO|
JARMISON,M,0,127,127,1.0,|JARMISON|
JARMISSON,M,0,28,28,1.0,|JARMISSON|
JARNEI,M,0,48,48,1.0,|JARNEI|JARNEY|
JARNETE,F,23,0,23,1.0,|JARNETE|
JARO,M,0,153,153,1.0,|JARO|
JAROD,M,0,30,30,1.0,|JAROD|
JARON,M,0,77,77,1.0,|JAROM|JARON|
JAROSLAU,M,0,84,84,1.0,|JAROSLAU|
JAROSLAV,M,0,28,28,1.0,|JAROSLAV|
JAROSLAVA,F,53,0,53,1.0,|JAROSLAVA|
JARRIE,M,0,60,60,1.0,|JARRIE|JARRIER|
JARSON,M,0,530,530,1.0,|JARSOM|JARSON|
JARVAS,M,0,64,64,1.0,|JARVAS|
JARVES,M,0,34,34,1.0,|JARVES|
JARVIS,M,0,26,26,1.0,|JARVIS|
JASAFA,M,0,25,25,1.0,|JASAFA|
JASCI,F,26,0,26,1.0,|JASCI|
JASCIANE,F,54,0,54,1.0,|JASCIANE|
JASCIEL,M,0,20,20,1.0,|JASCIEL|
JASCIELE,F,23,0,23,1.0,|JASCIELE|
JASCILENE,F,110,0,110,1.0,|JASCILENE|
JASCINTO,M,0,87,87,1.0,|JASCINTO|
JASCIRA,F,62,0,62,1.0,|JASCIRA|
JASIELMA,F,115,0,115,1.0,|JASELMA|JASIELMA|JASILMA|
JASE,M,47,499,546,0.9139194139194139,|JASE|JASER|JAZER|
JASI,M,412,522,934,0.5588865096359743,|GAZI|JASI|JASIR|JASY|JAZI|JAZIR|
JAZIA,F,113,0,113,1.0,|JASIA|JAZIA|
JASIANA,F,66,0,66,1.0,|JASIANA|
JASIANE,F,569,0,569,1.0,|JASIANE|JAZIANE|
JASIARA,F,771,0,771,1.0,|JASIARA|
JASICLEIDE,F,76,0,76,1.0,|JASICLEIDE|
JASIELE,F,689,0,689,1.0,|GASIELE|GAZIELE|JASIELE|JAZIELE|
JASIELI,F,251,118,369,0.6802168021680217,|GASIELI|GAZIELI|JASIELI|JASIELY|JASLEI|JASLEY|JAZIELI|
JASIENE,F,102,0,102,1.0,|JASIENE|
JASLANE,F,106,0,106,1.0,|JASILANE|JASLANE|
JASILEIDE,F,67,0,67,1.0,|JASILEIDE|
JASILENE,F,495,0,495,1.0,|JASILENE|JASLENE|JAZILENE|
JASILVA,F,38,0,38,1.0,|JASILVA|
JASIMARA,F,86,0,86,1.0,|JASIMARA|
JASIMONE,F,20,0,20,1.0,|JASIMONE|
JASINEIDE,F,73,0,73,1.0,|JASINEIDE|
JASINETE,F,41,0,41,1.0,|JASINETE|
JASIO,M,0,68,68,1.0,|JASIO|
JASIRA,F,1044,0,1044,1.0,|JASIRA|JAZIRA|
JASLAINE,F,42,0,42,1.0,|JASLAINE|
JASLANA,F,43,0,43,1.0,|JASLANA|
JASLINE,F,59,0,59,1.0,|JASLINE|
JASME,M,0,20,20,1.0,|JASME|
JASMELINO,M,0,32,32,1.0,|JASMELINO|
JASMILE,F,55,0,55,1.0,|JASMILE|
JASMIN,F,3616,51,3667,0.9860921734387783,|JASMIM|JASMIN|JASMYM|JASMYN|
JASMINA,F,146,0,146,1.0,|JASMINA|
JASMINE,F,1499,0,1499,1.0,|JASMINE|JASMYNE|
JASMINI,F,487,0,487,1.0,|JASMINI|JASMINY|
JASMINOR,M,0,46,46,1.0,|JASMINOR|
JASMIR,F,53,43,96,0.5520833333333334,|JASMI|JASMIR|
JASMIRA,F,801,0,801,1.0,|JASMIRA|
JASMIRO,M,0,134,134,1.0,|JASMIRO|
JASMITA,F,30,0,30,1.0,|JASMITA|
JASMO,M,0,56,56,1.0,|JASMO|
JASNA,F,52,0,52,1.0,|JASNA|
JASON,M,22,6991,7013,0.9968629687722801,|JASOM|JASON|JAZOM|JAZON|JHASON|
JASONE,M,0,28,28,1.0,|JASONE|
JASONIAS,M,0,22,22,1.0,|JASONIAS|
JASONITA,F,21,0,21,1.0,|JASONITA|
JASPER,M,0,142,142,1.0,|JASPE|JASPER|
JASPION,M,0,61,61,1.0,|JASPION|
JASSA,F,34,0,34,1.0,|JASSA|
JASSANA,F,103,0,103,1.0,|JASSANA|
JASSANAN,F,35,0,35,1.0,|JASSANAN|
JASSE,M,51,108,159,0.6792452830188679,|JASSE|JASSER|
JASSEN,M,0,39,39,1.0,|JASSEN|
JASSI,F,394,333,727,0.5419532324621733,|JASSI|JASSIR|JASSY|
JASSIA,F,73,0,73,1.0,|JASSIA|
JASSIANE,F,365,0,365,1.0,|JASSIANE|
JASSIARA,F,1185,0,1185,1.0,|JASSIARA|
JASSIEL,M,0,116,116,1.0,|JASSIEL|
JASSILENE,F,142,0,142,1.0,|JASSILENE|
JASSIMARA,F,73,0,73,1.0,|JASSIMARA|
JASSIO,M,0,46,46,1.0,|JASSIO|
JASSIRA,F,1186,0,1186,1.0,|JASSIRA|
JASSO,M,0,108,108,1.0,|JASSO|
JASSON,M,0,1112,1112,1.0,|JASSOM|JASSON|JAXON|
JASVAN,M,0,27,27,1.0,|JASVAN|
JATANIEL,M,0,137,137,1.0,|JATANAEL|JATANIEL|
JATENIEL,M,0,26,26,1.0,|JATENIEL|
JATIACI,F,43,0,43,1.0,|JATIACI|JATIACY|
JATIANE,F,31,0,31,1.0,|JATIANE|
JATIL,M,0,43,43,1.0,|JATIL|
JATINIEL,M,0,93,93,1.0,|JATINIEL|
JATIR,M,30,433,463,0.9352051835853131,|JATI|JATIR|JATYR|
JATNIEL,M,0,70,70,1.0,|JATNIEL|
JAU,M,0,69,69,1.0,|JAU|
